,text,Mapping,word_count,unique_wordcount,mean_word_length,tweet_length,url_count,hashtags,mention_count,stopwords,punctuation_count,text_Adjectives,Processed_Text
1195,@user @user No she incriminated herself with a multitude of felonies over her 2 1/2 decades of #terror on the US\n#MAGA\n#POTUS45,0,21,19,5.19,129,0,1,1,11,6,,  no she incriminated herself with a multitude of felonies over her   decades of terror on the usnmaganpotus
1196,@user @user I don't think it's very funny you guys bullying a man for struggling to put on a poncho #bully #bullies #bbc,0,23,21,4.26,120,0,1,1,10,7,funny poncho,  i dont think its very funny you guys bullying a man for struggling to put on a poncho bully bullies bbc
1197,@user Just what in the hell is that supposed to mean? #offended j/k :cD,0,14,14,4.14,71,0,1,1,7,5,, just what in the hell is that supposed to mean offended jk cd
1198,I loved you even when everyone told me it was a bad choice 😕 #wish #you #stayed #away,3,18,18,3.78,85,0,1,0,7,4,bad wish stayed,i loved you even when everyone told me it was a bad choice 😕 wish you stayed away
1199,"Siward, with him #father to #anger; blunt not confessing #MacduffWasGoing",0,10,10,6.4,73,0,1,0,4,5,,siward with him father to anger blunt not confessing macduffwasgoing
1200,@user Happy US Publication day Riley!! So excited for you and for everyone who is yet to read the amazing #FinalGirls #TwoDaysFor🇬🇧,1,22,21,5.0,131,0,1,1,9,5,Happy excited amazing, happy us publication day riley so excited for you and for everyone who is yet to read the amazing finalgirls twodaysfor🇬🇧
1201,@user Indeed 😲\nAlways a #worry for our #homeland #Gibraltar #Spain \n#Tale or #foretelling #future\n#great #short #story,2,16,16,6.62,121,0,1,1,4,11,foretelling future\n great short, indeed 😲nalways a worry for our homeland gibraltar spain ntale or foretelling futurengreat short story
1202,"@user @user @user  Not religious, but a game that the Inuit women play - first one to laugh, or breathless, losses.",1,21,19,4.48,115,0,0,1,7,8,,    not religious but a game that the inuit women play  first one to laugh or breathless losses
1203,@user #F3Roswell #Preblast\nI've been handed the keys to Roswell Area Park. See you in the gloom. Be ready to slip &amp; slide at 0530,1,24,22,4.62,134,0,1,1,9,8,ready, froswell preblastnive been handed the keys to roswell area park see you in the gloom be ready to slip amp slide at 
1204,"@user Sir, people need revenge",0,5,5,5.2,30,0,0,1,0,2,, sir people need revenge
1205,#pissed Hate losing more than Montrezl Harrell Why have meteorologists been so impressive after that pick.,0,16,16,5.69,106,0,1,0,8,2,pissed impressive,pissed hate losing more than montrezl harrell why have meteorologists been so impressive after that pick
1206,I hate you.\nI want to know how you feel about me though. Because I want you to like me so I can break you.\n#darkerside #revenge #wasteoftime,0,26,20,4.5,142,0,1,0,15,6,you.\n,i hate youni want to know how you feel about me though because i want you to like me so i can break youndarkerside revenge wasteoftime
1207,I've used almost half of my printing money and it's the first day of the semester. #pissed,0,17,15,4.35,90,0,1,0,8,4,first,ive used almost half of my printing money and its the first day of the semester pissed
1208,@user OMG! Are you kidding me with this? I thought Pence was bad but they had to go even farther!,0,20,20,3.9,97,0,0,1,10,4,bad, omg are you kidding me with this i thought pence was bad but they had to go even farther
1209,"I just tore my 2nd meniscus in 2 months what the fuck have you accomplished. But seriously, reaching maniacal laughter pain/WTF, self?-ness",0,22,22,5.36,139,0,0,0,9,6,maniacal,i just tore my nd meniscus in  months what the fuck have you accomplished but seriously reaching maniacal laughter painwtf selfness
1210,No offense but I was team cap in civil war but I understood some of Tony's reasoning,2,17,15,4.0,84,0,0,0,9,1,team civil,no offense but i was team cap in civil war but i understood some of tonys reasoning
1211,"#happiness can be found, created or curated.\n\n#depression #DepressionAwareness #Depressed",3,9,9,9.22,91,0,1,0,3,6,curated.\n\n,happiness can be found created or curatednndepression depressionawareness depressed
1212,@user Some jurono play very smart dont support truth but give opinion in a way tht ensures  government dont feel offended,0,21,20,4.76,121,0,0,1,5,1,jurono smart give, some jurono play very smart dont support truth but give opinion in a way tht ensures  government dont feel offended
1213,"What's wrong is always available so is what's right, you decide on what to focus. #success",2,16,15,4.69,90,0,1,0,9,5,wrong available right,whats wrong is always available so is whats right you decide on what to focus success
1214,Thx Netflix for making me hooked on Fosters!!! #anxiety #crying #cantturnitoff,3,11,11,6.18,78,0,1,0,3,6,hooked,thx netflix for making me hooked on fosters anxiety crying cantturnitoff
1215,@user @user @user People know your serious now brother! #awesome,1,10,8,5.5,64,0,1,1,1,5,user serious awesome,   people know your serious now brother awesome
1216,What are some good #funny #entertaining #interesting accounts I should follow ? My twitter is dry,1,16,16,5.12,97,0,1,0,7,4,good funny interesting dry,what are some good funny entertaining interesting accounts i should follow  my twitter is dry
1217,"In this state of #terror, you are far more susceptible to #addiction. 🤔\n\nAlso more likely to spend your #money in attempt to feel better.",0,24,21,4.83,139,0,1,0,12,6,susceptible likely,in this state of terror you are far more susceptible to addiction 🤔nnalso more likely to spend your money in attempt to feel better
1218,"i know i have been ranting these for days,  but fuck how can they dub weightlifting so poorly?  😠",0,19,18,4.05,97,0,0,0,11,2,,i know i have been ranting these for days  but fuck how can they dub weightlifting so poorly  😠
1219,"Elle: a delicious, dark, perverse work of intrigue, streaked with cruel humour. Superb performance from Isabelle Huppert. A one off #ElleDVD",1,21,21,5.71,140,0,1,0,6,7,delicious dark perverse cruel,elle a delicious dark perverse work of intrigue streaked with cruel humour superb performance from isabelle huppert a one off elledvd
1220,We have a GLOBAL problem: Illicit trade in #tobacco products presents a serious #threat to public #health. #UNTobaccocontrol @user,0,19,18,5.89,130,0,1,1,6,7,serious public,we have a global problem illicit trade in tobacco products presents a serious threat to public health untobaccocontrol 
1221,"And then when you tell those people, they’re wrong in their stance, they want to get mad and start bullshit. I don have time.",0,24,24,4.25,125,0,0,0,13,4,wrong mad start have,and then when you tell those people they’re wrong in their stance they want to get mad and start bullshit i don have time
1222,huddling before flames\ndon't let poetry scare you\nproduction is wild\n#haiku,2,9,9,7.78,78,0,1,0,2,2,flames\ndo scare wild\n,huddling before flamesndont let poetry scare younproduction is wildnhaiku
1223,reminds me a little of Monster (though on a tiny scale) and it has one of the most genuinely horrific villains I've ever seen,2,24,22,4.25,125,0,0,0,13,3,little tiny genuinely,reminds me a little of monster though on a tiny scale and it has one of the most genuinely horrific villains ive ever seen
1224,One of my clients just said that my look reminded her of Kim Kardashian! Oh shoot hey now! Watch out...\nNot bad.. okay #flattered,1,23,21,4.7,130,0,1,0,7,8,okay,one of my clients just said that my look reminded her of kim kardashian oh shoot hey now watch outnnot bad okay flattered
1225,@user I always preferred the quiver,1,6,6,5.0,35,0,0,1,2,1,, i always preferred the quiver
1226,@user @user @user That's like asking someone to back up a claim that toddlers throw temper tantrums.,0,17,15,4.94,100,0,0,1,6,5,,   thats like asking someone to back up a claim that toddlers throw temper tantrums
1227,"'I smile. I laugh. \nBut behind it, is a mysterious me.'",1,11,11,4.18,56,0,0,0,3,6,mysterious,i smile i laugh nbut behind it is a mysterious me
1228,When you took off for expo but the flight you need is sold out 😭😭😭 So no expo for me,3,20,17,3.25,84,0,0,0,13,0,,when you took off for expo but the flight you need is sold out 😭😭😭 so no expo for me
1229,I'm a talkative person but how does the scowl on my face at 7 am lead my neighbors to believe that now is the time for conversation?,0,27,25,3.93,132,0,0,0,16,2,talkative lead,im a talkative person but how does the scowl on my face at  am lead my neighbors to believe that now is the time for conversation
1230,One chair is having the munchies. Are Alpacas edible? #afraid #WhattheFAC #SalientFAC #Salient2017,0,13,13,6.62,98,0,1,0,4,6,edible afraid,one chair is having the munchies are alpacas edible afraid whatthefac salientfac salient
1231,I dont know if i'm able to take care of kids or not. Duduk dengan anak sepupu (boy) pun dah menguji kesabaran 😅,1,23,23,3.87,111,0,0,0,6,4,i able dengan,i dont know if im able to take care of kids or not duduk dengan anak sepupu boy pun dah menguji kesabaran 😅
1232,@user Crown? Teaching the kiddies to have a flutter?,1,9,9,4.89,52,0,0,1,4,3,, crown teaching the kiddies to have a flutter
1233,#AmarnathTerrorAttack saddened to hear this ....need to take strict action against #terrorism ...,3,13,12,6.54,97,0,1,0,4,9,strict,amarnathterrorattack saddened to hear this need to take strict action against terrorism 
1234,going back to work today is so depressing,3,8,8,4.25,41,0,0,0,3,0,depressing,going back to work today is so depressing
1235,"Today, no matter how desperate or dire your situation nothing is too difficult for God. (Jeremiah 32:27) #JustBreath #HeIsAble #Believe",2,20,20,5.8,135,0,1,0,7,8,desperate difficult,today no matter how desperate or dire your situation nothing is too difficult for god jeremiah  justbreath heisable believe
1236,"@user Russia , Russia Russia, Know any other word??? It gets old folks. We need to work together. Dems having tantrums!!!",0,21,20,4.81,121,0,0,1,6,11,user other old, russia  russia russia know any other word it gets old folks we need to work together dems having tantrums
1237,"@user « crouch, as though she is about to attack. She launches herself into the air towards me and explode in tiny dazzling orbs of »",0,26,26,4.15,133,0,0,1,13,3,« crouch tiny, « crouch as though she is about to attack she launches herself into the air towards me and explode in tiny dazzling orbs of »
1238,"@user @user @user Congratulations Jo, that's fantastic #30Years #inspiring",1,9,7,7.33,74,0,1,1,1,7,fantastic,   congratulations jo thats fantastic years inspiring
1239,"@user #bitter we all have bad experiences, this was 22 years ago...time to let it lie... @user forever ❤😍❤",2,19,18,4.63,106,0,1,1,7,10,bad, bitter we all have bad experiences this was  years agotime to let it lie  forever ❤😍❤
1240,@user do you have the first peppa pig vid with come out ye black and tans handy? obviously lost online with the old page :(,3,25,23,3.96,123,0,0,1,9,4,first ye black handy old, do you have the first peppa pig vid with come out ye black and tans handy obviously lost online with the old page 
1241,max @user is lit af he rly put up w my dumb ass for abt two yrs ol boy deserves an award &lt;3 i lov him sm hes a delight &amp; a half,1,33,32,3.09,134,0,0,1,10,5,lit dumb abt,max  is lit af he rly put up w my dumb ass for abt two yrs ol boy deserves an award lt i lov him sm hes a delight amp a half
1242,The hype is real. #SagasOfSundry #dread is amazing. @user,1,9,8,5.44,57,0,1,1,3,5,real,the hype is real sagasofsundry dread is amazing 
1243,"We are hard-pressed on everyside, yet't crushed; we are perplexed but't in despair; persecuted, but't forsaken; struck down, but't destroyed",3,20,17,6.05,140,0,0,0,6,11,hard-pressed perplexed but't,we are hardpressed on everyside yett crushed we are perplexed butt in despair persecuted butt forsaken struck down butt destroyed
1244,@user This thread is a bunch of Putin lovers rejoicing over a video posted by Iranian state television. Sad!,3,19,18,4.74,108,0,0,1,7,3,Iranian, this thread is a bunch of putin lovers rejoicing over a video posted by iranian state television sad
1245,"JaredKushner &amp; IvankaTrump are called senioradvisors,but are more like #caregivers who try to moderate dads outbursts of #narcissistic #rage",0,19,18,6.63,144,0,1,0,7,6,like narcissistic,jaredkushner amp ivankatrump are called senioradvisorsbut are more like caregivers who try to moderate dads outbursts of narcissistic rage
1246,House sitting for MIL. Feeding baby @ 3.45 and cat starts scratching at door. Mummy now needs a nappy :S #terrified #NeverAgain #nope,0,23,23,4.83,133,0,1,1,4,8,nappy S terrified,house sitting for mil feeding baby   and cat starts scratching at door mummy now needs a nappy s terrified neveragain nope
1247,I'm sorry but it just feels wrong to have an All-Star Game without #Bryzzo there. #depressing #ASG2017,3,17,17,5.06,102,0,1,0,7,6,sorry wrong All-Star,im sorry but it just feels wrong to have an allstar game without bryzzo there depressing asg
